symbol,industry,sector
JUNIPER,Hotels,Services
JUSTDIAL,Miscellaneous,I.T
JWL,Engineering,Industrials
JYOTHYLAB,Personal Care - Indian,Fmcg
JYOTICNC,Engineering,Industrials
JYOTISTRUC,Transmisson Line Towers / Equipment,Industrials
KABRAEXTRU,Engineering,Industrials
KAJARIACER,Ceramics - Tiles / Sanitaryware,Building Materials
KAKATCEM,Cement - South India,Building Materials
KALAMANDIR,Trading,Consumer Discretionary
KALPATARU,Construction,Industrials
KALYANIFRG,Castings & Forgings,Industrials
KALYANKJIL,Diamond Cutting / Jewellery,Consumer Discretionary
KAMAHOLD,Finance & Investments,Financials
KAMATHOTEL,Hotels,Services
KAMDHENU,Steel - Medium / Small,Metals & Mining
KAMOPAINTS,Trading,Metals & Mining
KANANIIND,Diamond Cutting / Jewellery,Consumer Discretionary
KANCHI,Chemicals,Chemicals
KANORICHEM,Chemicals,Chemicals
KANPRPLA,Packaging,Industrials
KANSAINER,Paints / Varnishes,Building Materials
KAPSTON,Miscellaneous,Miscellaneous
KARMAENG,Power Generation And Supply,Power & Utilities
KARURVYSYA,Banks - Private Sector,Bank
KAUSHALYA,Hotels,Services
KAVDEFENCE,Telecommunications - Equipment,Aerospace & Defence
KAYA,Miscellaneous,Healthcare
KAYNES,Electronics - Components,Consumer Discretionary
KCP,Cement - South India,Building Materials
KCPSUGIND,Sugar,Fmcg
KDDL,Miscellaneous,Consumer Discretionary
KEC,Transmisson Line Towers / Equipment,Industrials
KECL,Electric Equipment,Industrials
KEEPLEARN,Miscellaneous,Services
KEI,Cables - Power,Industrials
KELLTONTEC,Computers - Software - Medium / Small,I.T
KENNAMET,Castings & Forgings,Industrials
KERNEX,Electronics - Components,Consumer Discretionary
KESORAMIND,Miscellaneous,Miscellaneous
KEYFINSERV,Finance & Investments,Financials
KFINTECH,Miscellaneous,Financials
KHADIM,Leather / Leather Products,Consumer Discretionary
KHAICHEM,Fertilizers,Chemicals
KHAITANLTD,Trading,Services
KHANDSE,Finance & Investments,Financials
KICL,Finance & Investments,Financials
KILITCH,Pharmaceuticals - Indian - Formulations,Healthcare
KIMS,Healthcare,Healthcare
KINGFA,Plastics Products,Plastic Products
KIOCL,Mining / Minerals / Metals,Metals & Mining
KIRANVYPAR,Finance & Investments,Financials
KIRIINDUS,Dyes And Pigments,Chemicals
KIRLFER,Steel - Large,Metals & Mining
KIRLOSBROS,Pumps,Industrials
KIRLOSENG,Engines,Industrials
KIRLOSIND,Finance & Investments,Financials
KIRLPNU,Compressors / Drilling Equipment,Industrials
KISSHT,Finance & Investments,I.T
KITEX,Textiles - Products,Consumer Discretionary
KKCL,Textiles - Products,Consumer Discretionary
KLBRENG-B,Engineering,Industrials
KMEW,Miscellaneous,Transportation
KMSUGAR,Sugar,Fmcg
KNAGRI,Solvent Extraction,Fmcg
KNRCON,Construction,Industrials
KOHINOOR,Food - Processing - Indian,Fmcg
KOKUYOCMLN,Printing & Stationery,Miscellaneous
KOLTEPATIL,Construction,Industrials
KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
KOTAKBANK,Banks - Private Sector,Bank
KOTHARIPET,Petrochemicals,Energy
KOTHARIPRO,Trading,Services
KOTIC,Trading,Services
KOTYARK,Miscellaneous,Miscellaneous
KOVAI,Healthcare,Healthcare
KPEL,Engineering - Turnkey Services,Industrials
KPIGREEN,Power Generation And Supply,Power & Utilities
KPIL,Transmisson Line Towers / Equipment,Industrials
KPITTECH,Computers - Software - Medium / Small,I.T
KPL,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
KPRMILL,Textiles - Products,Consumer Discretionary
KRBL,Food - Processing - Indian,Fmcg
KREBSBIO,Pharmaceuticals - Indian - Bulk Drugs,Healthcare
KRIDHANINF,Trading,Services
KRISHANA,Fertilizers,Chemicals
KRISHIVAL,Food - Processing - Indian,Fmcg
KRISHNADEF,Steel - Medium / Small,Aerospace & Defence
KRITI,Plastics Products,Plastic Products
KRITIKA,Steel - Medium / Small,Metals & Mining
KRITINUT,Solvent Extraction,Fmcg
KRN,Engineering,Industrials
KRONOX,Chemicals,Chemicals
KROSS,Auto Ancillaries,Auto
KRSNAA,Healthcare,Healthcare
KRYSTAL,Miscellaneous,Miscellaneous
KSB,Pumps,Industrials
KSCL,Miscellaneous,Fmcg
KSHINTL,Mining / Minerals / Metals,Metals & Mining
KSHITIJPOL,Printing & Stationery,Miscellaneous
KSL,Steel - Medium / Small,Metals & Mining
KSOLVES,Computers - Software - Medium / Small,I.T
KSR,Trading,Services
KTKBANK,Banks - Private Sector,Bank
KUANTUM,Paper,Building Materials
KWIL,Food - Processing - Mnc,Fmcg
LAGNAM,Textiles - Products,Textiles
LAHOTIOV,Trading,Services
LAKPRE,Fasteners,Industrials
LAL,Textiles - Processing,Textiles
LALPATHLAB,Healthcare,Healthcare
LAMBODHARA,Textiles - Cotton/Blended,Textiles
LANCORHOL,Construction,Industrials
LANDMARK,Trading,Consumer Discretionary
LANDSMILL,Trading,Services
LAOPALA,Glass & Glass Products,Building Materials
LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
LATENTVIEW,Computers - Software - Medium / Small,I.T
LATTEYS,Pumps,Industrials
LAURUSLABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
LAXMICOT,Textiles - Cotton/Blended,Textiles
LAXMIDENTL,Healthcare,Healthcare
LAXMIINDIA,Finance & Investments,Financials
LCCINFOTEC,Computers - Education,Services
LEMERITE,Trading,Textiles
LEMONTREE,Hotels,Services
LENSKART,Personal Care - Indian,Fmcg
LEXUS,Ceramics - Tiles / Sanitaryware,Building Materials
LFIC,Finance & Investments,Financials
LGBBROSLTD,Bearings,Auto
LGEINDIA,Electronics - Consumer,Consumer Discretionary
LGHL,Diamond Cutting / Jewellery,Consumer Discretionary
LIBAS,Food - Processing - Indian,Fmcg
LIBERTSHOE,Leather / Leather Products,Consumer Discretionary
LICHSGFIN,Finance - Housing,Financials
LICI,Finance & Investments,Financials
LIKHITHA,Construction,Industrials
LINC,Printing & Stationery,Miscellaneous
LINCOLN,Pharmaceuticals - Indian - Formulations,Healthcare
LINDEINDIA,Chemicals,Chemicals
LLOYDSENGG,Engineering,Industrials
LLOYDSENT,Trading,Services
LLOYDSME,Mining / Minerals / Metals,Metals & Mining
LMW,Textile Machinery,Industrials
LODHA,Construction,Realty
LOKESHMACH,Engineering,Industrials
LORDSCHLO,Chlor Alkali / Soda Ash,Chemicals
LOTUSDEV,Construction,Industrials
LOTUSEYE,Healthcare,Healthcare
LOVABLE,Textiles - Products,Textiles
LOYALTEX,Textiles - Composite,Textiles
LPDC,Construction,Industrials
LT,Engineering - Turnkey Services,Industrials
LTF,Finance & Investments,Financials
LTFOODS,Food - Processing - Indian,Fmcg
LTM,Computers - Software - Large,I.T
LTTS,Computers - Software - Large,I.T
LUMAXIND,Auto Ancillaries,Auto
LUMAXTECH,Auto Ancillaries,Auto
LUPIN,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
LUXIND,Textiles - Composite,Textiles
LXCHEM,Chemicals,Chemicals
LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
LYPSAGEMS,Diamond Cutting / Jewellery,Consumer Discretionary
M&M,Automobiles - Passenger Cars,Auto
M&MFIN,Finance & Investments,Financials
MAANALU,Aluminium And Aluminium Products,Metals & Mining
MACPOWER,Engineering,Industrials
MADHAV,Miscellaneous,Consumer Discretionary
MADHAVIPL,Construction,Industrials
MADHUCON,Construction,Industrials
MADRASFERT,Fertilizers,Chemicals
MAFATIND,Diversified - Large,Miscellaneous
MAGADSUGAR,Sugar,Fmcg
MAGNUM,Paper,Building Materials
MAHABANK,Banks - Public Sector,Bank
MAHAPEXLTD,Finance & Investments,Financials
MAHASTEEL,Steel - Medium / Small,Metals & Mining
MAHEPC,Plastics Products,Plastic Products
MAHESHWARI,Trading,Services
MAHLIFE,Construction,Industrials
MAHLOG,Miscellaneous,Transportation
MAHSCOOTER,Finance & Investments,Financials
MAHSEAMLES,Steel - Large,Industrials
MAITHANALL,Mining / Minerals / Metals,Metals & Mining
MAJESAUT,Diversified - Medium / Small,Miscellaneous
MALLCOM,Textiles - Products,Textiles
MALUPAPER,Paper,Building Materials
MAMATA,Engineering,Industrials
MANAKALUCO,Aluminium And Aluminium Products,Metals & Mining
MANAKCOAT,Steel - Medium / Small,Metals & Mining
MANAKSIA,Trading,Services
MANAKSTEEL,Steel - Medium / Small,Metals & Mining
MANALIPETC,Petrochemicals,Energy
MANAPPURAM,Finance & Investments,Financials
MANBA,Finance & Investments,Financials
MANCREDIT,Finance & Investments,Financials
MANGALAM,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
MANGLMCEM,Cement - North India,Building Materials
MANINDS,Steel - Medium / Small,Metals & Mining
MANINFRA,Construction,Industrials
MANKIND,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
MANOMAY,Textiles - Products,Textiles
MANORAMA,Food - Processing - Indian,Fmcg
MANORG,Chemicals,Chemicals
MANUGRAPH,Engineering,Industrials
MANYAVAR,Textiles - Products,Consumer Discretionary
MAPMYINDIA,Computers - Software - Medium / Small,I.T
MARALOVER,Textiles - Cotton/Blended,Textiles
MARATHON,Construction,Industrials
MARICO,Solvent Extraction,Fmcg
MARINE,Electric Equipment,Industrials
MARKOLINES,Construction,Industrials
MARKSANS,Pharmaceuticals - Indian - Formulations,Healthcare
MARSONS,Electric Equipment,Industrials
MARUTI,Automobiles - Passenger Cars,Auto
MASFIN,Finance & Investments,Financials
MASKINVEST,Finance & Investments,Financials
MASTEK,Computers - Software - Medium / Small,I.T
MASTERTR,Finance & Investments,Financials
MATRIMONY,Miscellaneous,Miscellaneous
MAWANASUG,Sugar,Fmcg
MAXESTATES,Construction,Industrials
MAXHEALTH,Healthcare,Healthcare
MAXIND,Finance & Investments,Financials
MAYURUNIQ,Leather / Leather Products,Consumer Discretionary
MAZDA,Engineering,Industrials
MAZDOCK,Miscellaneous,Aerospace & Defence
MBAPL,Fertilizers,Chemicals
MBEL,Construction,Industrials
MBLINFRA,Construction,Industrials
MCCHRLS-B,Miscellaneous,Realty
MCL,Mining / Minerals / Metals,Metals & Mining
MCLEODRUSS,Tea,Fmcg
MCLOUD,Computers - Software - Medium / Small,I.T
MCX,Miscellaneous,Financials
MEDANTA,Healthcare,Healthcare
MEDIASSIST,Miscellaneous,Miscellaneous
MEDICAMEQ,Pharmaceuticals - Indian - Formulations,Healthcare
MEDICO,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
MEDPLUS,Trading,Consumer Discretionary
MEESHO,Miscellaneous,I.T
MEGASTAR,Food - Processing - Indian,Fmcg
MEIL,Electric Equipment,Industrials
MENNPIS,Auto Ancillaries,Auto
MENONBE,Auto Ancillaries,Auto
MEP,Construction,Industrials
MERCANTILE,Miscellaneous,Miscellaneous
METROBRAND,Leather / Leather Products,Consumer Discretionary
METROGLOBL,Trading,Services
METROPOLIS,Healthcare,Healthcare
MFML,Textiles - Products,Textiles
MFSL,Miscellaneous,Miscellaneous
MGEL,Trading,Services
MGL,Miscellaneous,Energy
MHLXMIRU,Textiles - Processing,Textiles
MHRIL,Hotels,Services
MICEL,Electronics - Components,Consumer Discretionary
MIDHANI,Steel - Medium / Small,Aerospace & Defence
MIDWESTLTD,Miscellaneous,Consumer Discretionary
MINDACORP,Auto Ancillaries,Auto
MINDTECK,Computers - Software - Medium / Small,I.T
MIRZAINT,Leather / Leather Products,Consumer Discretionary
MITCON,Miscellaneous,Miscellaneous
MITTAL,Trading,Textiles
MMFL,Castings & Forgings,Industrials
MMP,Aluminium And Aluminium Products,Metals & Mining
MMTC,Trading,Services
MMWL,Entertainment / Electronic Media Software,Media
MOBIKWIK,Miscellaneous,I.T
MODINATUR,Solvent Extraction,Fmcg
MODIRUBBER,Miscellaneous,Miscellaneous
MODIS,Construction,Industrials
MODISONLTD,Electric Equipment,Industrials
MODTHREAD,Textiles - Spinning - Synthetic / Blended,Textiles
MOHITIND,Textiles - Processing,Textiles
MOIL,Mining / Minerals / Metals,Metals & Mining
MOKSH,Diamond Cutting / Jewellery,Consumer Discretionary
MOL,Pesticides / Agrochemicals - Indian,Chemicals
MOLDTECH,Engineering - Turnkey Services,Industrials
MOLDTKPAC,Packaging,Industrials
MONARCH,Finance & Investments,Financials
MONEYBOXX,Finance & Investments,Financials
MONTECARLO,Textiles - Products,Textiles
MORARJEE,Textiles - Products,Textiles
MOREPENLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
MOSCHIP,Computers - Hardware,I.T
MOTHERSON,Auto Ancillaries,Auto
MOTILALOFS,Finance & Investments,Financials
MOTISONS,Diamond Cutting / Jewellery,Consumer Discretionary
MOTOGENFIN,Miscellaneous,Realty
MPHASIS,Computers - Software - Large,I.T
MPSLTD,Computers - Software - Medium / Small,I.T
MRF,Tyres,Auto
MRPL,Refineries,Energy
MSPL,Steel - Medium / Small,Metals & Mining
MSTCLTD,Trading,I.T
MSUMI,Auto Ancillaries,Auto
MTARTECH,Engineering,Aerospace & Defence
MTEDUCARE,Miscellaneous,Services
MTNL,Telecommunications - Service Provider,Telecom
MUFIN,Finance & Investments,Financials
MUFTI,Trading,Consumer Discretionary
MUKANDLTD,Steel - Medium / Small,Metals & Mining
MUKKA,Food - Processing - Indian,Fmcg
MUKTAARTS,Entertainment / Electronic Media Software,Media
MUNJALAU,Auto Ancillaries,Auto
MUNJALSHOW,Auto Ancillaries,Auto
MURUDCERA,Ceramics - Tiles / Sanitaryware,Building Materials
MUTHOOTCAP,Finance & Investments,Financials
MUTHOOTFIN,Finance & Investments,Financials
MUTHOOTMF,Finance & Investments,Financials
MVGJL,Diamond Cutting / Jewellery,Consumer Discretionary
MWL,Steel - Medium / Small,Metals & Mining
NACLIND,Pesticides / Agrochemicals - Indian,Chemicals
NAGREEKCAP,Finance & Investments,Financials
NAGREEKEXP,Textiles - Cotton/Blended,Textiles
NAHARCAP,Finance & Investments,Financials
NAHARINDUS,Textiles - Cotton/Blended,Textiles
NAHARPOLY,Packaging,Industrials
NAHARSPING,Textiles - Cotton/Blended,Textiles
NAM-INDIA,Finance & Investments,Financials
NARMADA,Miscellaneous,Fmcg
NATCAPSUQ,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
NATHBIOGEN,Miscellaneous,Fmcg
NATIONALUM,Aluminium And Aluminium Products,Metals & Mining
NATIONSTD,Construction,Industrials
NAUKRI,Miscellaneous,I.T
NAVA,Diversified - Large,Miscellaneous
NAVINFLUOR,Chemicals,Chemicals
NAVKARCORP,Miscellaneous,Transportation
NAVKARURB,Construction,Industrials
NAVNETEDUL,Printing & Stationery,Miscellaneous
NAZARA,Telecommunications - Service Provider,I.T
NBCC,Miscellaneous,Miscellaneous
NBIFIN,Finance & Investments,Financials
NCC,Construction,Industrials
NCLIND,Cement - South India,Building Materials
NDGL,Finance & Investments,Financials
NDL,Textiles - Products,Textiles
NDLVENTURE,Finance & Investments,Financials
NDRAUTO,Auto Ancillaries,Auto
NDTV,Entertainment / Electronic Media Software,Media
NEAGI,Tea,Fmcg
NECCLTD,Miscellaneous,Transportation
NECLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
NELCAST,Castings & Forgings,Industrials
NELCO,Telecommunications - Service Provider,Telecom
NEOGEN,Chemicals,Chemicals
NEPHROPLUS,Healthcare,Healthcare
NESCO,Construction,Industrials
NESTLEIND,Food - Processing - Mnc,Fmcg
NETWEB,Computers - Hardware,I.T
NETWORK18,Entertainment / Electronic Media Software,Media
NEUEON,Trading,Services
NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,Healthcare
NEWGEN,Computers - Software - Medium / Small,I.T
NEXTMEDIA,Entertainment / Electronic Media Software,Media
NFL,Fertilizers,Chemicals
NGIL,Food - Processing - Indian,Fmcg
NGLFINE,Pharmaceuticals - Indian - Bulk Drugs,Healthcare
NH,Healthcare,Healthcare
NHPC,Power Generation And Supply,Power & Utilities
NIACL,Finance & Investments,Financials
NIBE,Engineering,Aerospace & Defence
NIBL,Bearings,Industrials
NIITLTD,Computers - Education,I.T
NIITMTS,Computers - Education,I.T
NILAINFRA,Construction,Industrials
NILASPACES,Construction,Industrials
NILE,Mining / Minerals / Metals,Metals & Mining
NILKAMAL,Plastics Products,Plastic Products
NIMBSPROJ,Construction,Industrials
NINSYS,Computers - Software - Medium / Small,I.T
NIPPOBATRY,Dry Cells,Industrials
NIRAJ,Construction,Industrials
NIRAJISPAT,Plastics Products,Plastic Products
NIRLON,Construction,Industrials
NITCO,Trading,Building Materials
NITINSPIN,Textiles - Cotton/Blended,Textiles
NITIRAJ,Electronics - Components,Consumer Discretionary
NITTAGELA,Chemicals,Chemicals
NIVABUPA,Finance & Investments,Financials
NKIND,Solvent Extraction,Fmcg
NLCINDIA,Power Generation And Supply,Power & Utilities
NMDC,Mining / Minerals / Metals,Metals & Mining
NOCIL,Chemicals,Chemicals
NOIDATOLL,Construction,Industrials
NORBTEAEXP,Tea,Fmcg
NORTHARC,Finance & Investments,Financials
NOVAAGRI,Fertilizers,Chemicals
NOVARTIND,Pharmaceuticals - Multinational,Healthcare
NPST,Computers - Software - Medium / Small,I.T
NRAIL,Paper,Building Materials
NRBBEARING,Bearings,Industrials
NRL,Trading,Services
NSIL,Finance & Investments,Financials
NSLNISP,Steel - Large,Metals & Mining
NTPC,Power Generation And Supply,Power & Utilities
NTPCGREEN,Power Generation And Supply,Power & Utilities
NUCLEUS,Computers - Software - Medium / Small,I.T
NURECA,Trading,I.T
NUVAMA,Finance & Investments,Financials
NUVOCO,Cement - North India,Building Materials
NYKAA,Trading,I.T
OAL,Chemicals,Chemicals
OBCL,Miscellaneous,Transportation
OBEROIRLTY,Construction,Realty
OCCLLTD,Chemicals,Chemicals
ODIGMA,Computers - Software - Medium / Small,I.T
OFSS,Computers - Software - Large,I.T
OIL,Oil Drilling / Allied Services,Energy
OILCOUNTUB,Steel - Medium / Small,Metals & Mining
OLAELEC,Automobiles - Motorcycles / Mopeds,Auto
OLECTRA,Automobiles - Lcvs / Hcvs,Auto
OMAXAUTO,Auto Ancillaries,Auto
OMAXE,Construction,Industrials
OMFREIGHT,Miscellaneous,Transportation
OMINFRAL,Engineering - Turnkey Services,Industrials
OMNI,Engineering,Industrials
OMPOWER,Transmisson Line Towers / Equipment,Industrials
ONELIFECAP,Finance & Investments,Financials
ONEPOINT,Computers - Software - Medium / Small,I.T
ONESOURCE,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
ONGC,Oil Drilling / Allied Services,Energy
ONMOBILE,Telecommunications - Service Provider,Telecom-Service
ONWARDTEC,Computers - Software - Medium / Small,I.T
OPTIEMUS,Trading,Telecom
ORBTEXP,Textiles - Processing,Textiles
ORCHASP,Computers - Software - Medium / Small,I.T
ORCHPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
ORICONENT,Packaging,Industrials
ORIENTALTL,Trading,Services
ORIENTBELL,Ceramics - Tiles / Sanitaryware,Building Materials
ORIENTCEM,Cement - South India,Building Materials
ORIENTCER,Refractories / Intermediates,Building Materials
ORIENTELEC,Domestic Appliances,Consumer Discretionary
ORIENTHOT,Hotels,Services
ORIENTLTD,Packaging,Industrials
ORIENTPPR,Paper,Building Materials
ORIENTTECH,Computers - Software - Medium / Small,I.T
ORISSAMINE,Mining / Minerals / Metals,Metals & Mining
ORKLAINDIA,Food - Processing - Indian,Fmcg
ORTEL,Entertainment / Electronic Media Software,Media
ORTINGLOBE,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
OSIAHYPER,Trading,Consumer Discretionary
OSWALAGRO,Trading,Services
OSWALGREEN,Diversified - Medium / Small,Miscellaneous
OSWALPUMPS,Pumps,Industrials
OSWALSEEDS,Miscellaneous,Fmcg
PACEDIGITK,Engineering - Turnkey Services,Telecom
PAGEIND,Textiles - Products,Consumer Discretionary
PAISALO,Finance & Investments,Financials
PAKKA,Paper,Building Materials
PALASHSECU,Finance & Investments,Financials
PALREDTEC,Trading,Services
PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
PANACHE,Computers - Hardware,I.T
PANAMAPET,Petrochemicals,Energy
PANSARI,Construction,Industrials
PAR,Pharmaceuticals - Indian - Bulk Drugs,Healthcare
PARACABLES,Cables - Power,Industrials
PARADEEP,Fertilizers,Chemicals
PARAGMILK,Food - Processing - Indian,Fmcg
PARAS,Engineering,Aerospace & Defence
PARASPETRO,Textiles - Manmade,Textiles
PARKHOSPS,Healthcare,Healthcare
PARKHOTELS,Hotels,Services
PARSVNATH,Construction,Industrials
PASHUPATI,Textiles - Cotton/Blended,Textiles
PASUPTAC,Textiles - Manmade,Textiles
PATANJALI,Solvent Extraction,Fmcg
PATELENG,Construction,Industrials
PATELRMART,Trading,Consumer Discretionary
PATINTLOG,Miscellaneous,Transportation
PAUSHAKLTD,Chemicals,Chemicals
PAVNAIND,Auto Ancillaries,Auto
PAYTM,Miscellaneous,I.T
PCBL,Chemicals,Chemicals
PCJEWELLER,Diamond Cutting / Jewellery,Consumer Discretionary
PDMJEPAPER,Paper,Building Materials
PDSL,Trading,Textiles
PEARLPOLY,Trading,Plastic Products
PENIND,Steel - Medium / Small,Metals & Mining
PENINLAND,Construction,Industrials
PERSISTENT,Computers - Software - Large,I.T
PETRONET,Miscellaneous,Energy
PFC,Finance - Term-Lending Institutions,Financials
PFIZER,Pharmaceuticals - Multinational,Healthcare
PFOCUS,Miscellaneous,Realty
PFS,Finance & Investments,Financials
PGEL,Electronics - Components,Consumer Discretionary
PGHH,Personal Care - Multinational,Fmcg
PGHL,Pharmaceuticals - Multinational,Healthcare
PGIL,Textiles - Products,Consumer Discretionary
PHOENIXLTD,Construction,Realty
PICCADIL,Breweries & Distilleries,Fmcg
PIDILITIND,Chemicals,Chemicals
PIGL,Electric Equipment,Industrials
PIIND,Pesticides / Agrochemicals - Indian,Chemicals
PILANIINVS,Finance & Investments,Financials
PILITA,Plastics Products,Plastic Products
PINELABS,Miscellaneous,I.T
PIONEEREMB,Textiles - Products,Textiles
PIONRINV,Finance & Investments,Financials
PITTIENG,Engineering,Industrials
PIXTRANS,Miscellaneous,Fmcg
PKTEA,Tea,Fmcg
PLASTIBLEN,Chemicals,Chemicals
PLATIND,Chemicals,Chemicals
PLAZACABLE,Cables - Power,Industrials
PML,Finance & Investments,Financials
PNB,Banks - Public Sector,Bank
PNBGILTS,Finance & Investments,Financials
PNBHOUSING,Finance - Housing,Financials
PNC,Entertainment / Electronic Media Software,Media
PNCINFRA,Construction,Industrials
PNGJL,Diamond Cutting / Jewellery,Consumer Discretionary
PNGSREVA,Trading,Consumer Discretionary
POCL,Mining / Minerals / Metals,Metals & Mining
PODDARMENT,Dyes And Pigments,Chemicals
POKARNA,Miscellaneous,Consumer Discretionary
POLICYBZR,Computers - Software - Medium / Small,I.T
POLYCAB,Cables - Power,Industrials
POLYMED,Healthcare,Healthcare
POLYPLEX,Packaging,Industrials
PONNIERODE,Sugar,Fmcg
POONAWALLA,Finance & Investments,Financials
POWERGRID,Power Generation And Supply,Power & Utilities
POWERICA,Electric Equipment,Industrials
POWERINDIA,Electric Equipment,Industrials
POWERMECH,Engineering - Turnkey Services,Industrials
PPAP,Auto Ancillaries,Auto
PPL,Plastics Products,Plastic Products
PPLPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
PRABHA,Oil Drilling / Allied Services,Energy
PRADPME,Castings & Forgings,Industrials
PRAENG,Diversified - Medium / Small,Miscellaneous
PRAJIND,Engineering,Industrials
PRAKASH,Steel - Medium / Small,Metals & Mining
PRAKASHSTL,Steel - Medium / Small,Metals & Mining
PRAVEG,Hotels,Services
PRAXIS,Trading,Consumer Discretionary
PRECAM,Auto Ancillaries,Auto
PRECOT,Textiles - Cotton/Blended,Textiles
PRECWIRE,Mining / Minerals / Metals,Metals & Mining
PREMCO,Textiles - Products,Textiles
PREMEXPLN,Chemicals,Aerospace & Defence
PREMIER,Engineering,Industrials
PREMIERENE,Trading,Services
PREMIERPOL,Plastics Products,Plastic Products
PRESTIGE,Construction,Realty
PRICOLLTD,Auto Ancillaries,Auto
PRIMESECU,Finance & Investments,Financials
PRIMO,Chlor Alkali / Soda Ash,Chemicals
PRINCEPIPE,Plastics Products,Plastic Products
PRITI,Miscellaneous,Consumer Discretionary
PRITIKAUTO,Auto Ancillaries,Auto
PRIVISCL,Chemicals,Chemicals
PROSTARM,Trading,Industrials
PROTEAN,Computers - Software - Medium / Small,I.T
PROZONER,Miscellaneous,Miscellaneous
PRSMJOHNSN,Cement - North India,Building Materials
PRUDENT,Finance & Investments,Financials
PRUDMOULI,Trading,Fmcg
PSB,Banks - Public Sector,Bank
PSPPROJECT,Construction,Industrials
PTC,Trading,Power & Utilities
PTCIL,Castings & Forgings,Industrials
PTL,Miscellaneous,Miscellaneous
PUNJABCHEM,Pesticides / Agrochemicals - Indian,Chemicals
PURVA,Construction,Industrials
PVP,Construction,Industrials
PVRINOX,Entertainment / Electronic Media Software,Media
PVSL,Trading,Consumer Discretionary
PWL,Miscellaneous,Services
PYRAMID,Packaging,Industrials
QMSMEDI,Trading,Healthcare
QPOWER,Electric Equipment,Industrials
QUADFUTURE,Cables - Power,Industrials
QUESS,Diversified - Large,Miscellaneous
QUICKHEAL,Computers - Software - Medium / Small,I.T
QUINT,Computers - Software - Medium / Small,I.T
RACE,Trading,Services
RACLGEAR,Auto Ancillaries,Auto
RADAAN,Entertainment / Electronic Media Software,Media
RADHIKAJWE,Diamond Cutting / Jewellery,Consumer Discretionary
RADIANTCMS,Miscellaneous,Miscellaneous
RADICO,Breweries & Distilleries,Fmcg
RADIOCITY,Entertainment / Electronic Media Software,Media
RAILTEL,Telecommunications - Service Provider,Transportation
RAIN,Miscellaneous,Miscellaneous
RAINBOW,Healthcare,Healthcare
RAJESHEXPO,Diamond Cutting / Jewellery,Consumer Discretionary
RAJMET,Mining / Minerals / Metals,Metals & Mining
RAJOOENG,Engineering,Industrials
RAJPALAYAM,Textiles - Cotton/Blended,Textiles
RAJRATAN,Steel - Medium / Small,Metals & Mining
RAJRILTD,Textiles - Manmade,Textiles
RAJSREESUG,Sugar,Fmcg
RAJTV,Entertainment / Electronic Media Software,Media
RALLIS,Pesticides / Agrochemicals - Indian,Chemicals
RAMANEWS,Miscellaneous,Miscellaneous
RAMAPHO,Fertilizers,Chemicals
RAMASTEEL,Steel - Medium / Small,Metals & Mining
RAMBHAJO,Diamond Cutting / Jewellery,Consumer Discretionary
RAMCOCEM,Cement - South India,Building Materials
RAMCOIND,Cement Products,Building Materials
RAMCOSYS,Computers - Software - Medium / Small,I.T
RAMKY,Construction,Industrials
RAMRAT,Mining / Minerals / Metals,Metals & Mining
RANASUG,Sugar,Fmcg
RANEHOLDIN,Finance & Investments,Financials
RATEGAIN,Computers - Software - Medium / Small,I.T
RATNAMANI,Steel - Medium / Small,Industrials
RATNAVEER,Steel - Medium / Small,Metals & Mining
RAYMOND,Transport - Airlines,Transportation
RAYMONDLSL,Textiles - Products,Textiles
RAYMONDREL,Construction,Industrials
RBA,Hotels,Consumer Discretionary
RBLBANK,Banks - Private Sector,Bank
RBZJEWEL,Diamond Cutting / Jewellery,Consumer Discretionary
RCF,Fertilizers,Chemicals
RCOM,Telecommunications - Service Provider,Telecom-Service
RECLTD,Finance - Term-Lending Institutions,Financials
REDINGTON,Trading,Services
REDTAPE,Trading,Consumer Discretionary
REFEX,Trading,Services
REGAAL,Miscellaneous,Miscellaneous
